"rep","species","truth","dist","beta1_hat","beta1_lo","beta1_hi","beta1_true","cov_marg","cov_joint","width_marg","width_joint","terc"
106,2,-2.2395801113079,1.7395801113079,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,1.09736981630435,1.0671995924326,"far from mean"
106,3,1.25837940043095,1.75837940043095,0.784792658091749,0.645844958610073,0.924131380412401,0.7,0,0,0.858764704012487,0.852740061129621,"far from mean"
106,4,-0.281753444233476,0.218246555766524,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.803913747296073,0.758489398902353,"near mean"
106,5,0.0624272268471751,0.562427226847175,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.829439723740256,0.783715744866068,"middle"
106,6,-0.390222904498644,0.109777095501356,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.809065723998661,0.801018392033072,"near mean"
106,7,-1.73974738652983,1.23974738652983,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.903605616017978,0.896612208285697,"far from mean"
106,8,1.45878353348089,1.95878353348089,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.867859629097187,0.878915646639368,"far from mean"
106,9,-0.903582045549972,0.403582045549972,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.82646330914773,0.818629535882602,"middle"
106,10,-0.418795204743268,0.0812047952567323,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.823242957043171,0.877340658950517,"near mean"
106,11,-0.583975544330655,0.0839755443306547,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.819082272765189,0.798861607170815,"near mean"
106,12,-1.14500654366296,0.645006543662955,0.784792658091749,0.645844958610073,0.924131380412401,0.7,1,1,0.878346860006531,0.91056098635942,"middle"
107,1,-1.34338321111976,0.843383211119762,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.848579362464471,0.850548359147749,"far from mean"
107,2,0.470838793531077,0.970838793531077,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.80348634647096,0.808197671196298,"far from mean"
107,3,-0.312748192517524,0.187251807482476,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.750260252317381,0.752112323411421,"near mean"
107,4,-1.13816963988099,0.638169639880994,0.690485193149397,0.553939135620184,0.827443096467298,0.7,0,0,0.800182199414039,0.780034276209248,"middle"
107,5,-1.63878850124272,1.13878850124272,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.944370264385091,0.963802986447393,"far from mean"
107,6,0.146469970938389,0.646469970938389,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.784891649375693,0.757712848604023,"middle"
107,7,-0.80286829019128,0.30286829019128,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.822719187421149,0.785985484312295,"near mean"
107,8,-0.212090884729448,0.287909115270552,0.690485193149397,0.553939135620184,0.827443096467298,0.7,0,0,0.820252938507582,0.846148820246353,"near mean"
107,9,-0.0446691196571776,0.455330880342822,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.766098713420095,0.738534042987442,"middle"
107,10,0.177754904778357,0.677754904778357,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.774732978069843,0.742190456500558,"middle"
107,11,-0.19431603286349,0.30568396713651,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.784582379637628,0.824858860773903,"near mean"
107,12,-1.10802979704543,0.608029797045425,0.690485193149397,0.553939135620184,0.827443096467298,0.7,1,1,0.896919296647523,0.897273173003879,"middle"
108,1,0.401255252988878,0.901255252988878,0.599568279623447,0.467468711684318,0.731954591367564,0.7,0,0,0.814481592204541,0.777594388339264,"far from mean"
108,2,-0.135603072915973,0.364396927084027,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.762983438729838,0.745278032957815,"middle"
108,3,-1.10619605706713,0.606196057067126,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.785461014161339,0.747405036553709,"middle"
108,4,-0.672529164277862,0.172529164277862,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.814214851701494,0.828159417823554,"near mean"
108,5,-1.46863402631039,0.968634026310385,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.830586105268672,0.825679960957855,"far from mean"
108,6,-1.91059776228264,1.41059776228264,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,0,0.902312557610328,0.891091145680097,"far from mean"
108,7,-0.509342777653184,0.00934277765318353,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.773917699412603,0.763687023930043,"near mean"
108,8,0.317633505313118,0.817633505313118,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.764476181893805,0.833619916086635,"far from mean"
108,9,-0.640196099060687,0.140196099060687,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.765216967885985,0.819712140316187,"near mean"
108,10,-0.099158636765064,0.400841363234936,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.782331570579262,0.734380541338292,"middle"
108,11,-1.25057724449915,0.750577244499153,0.599568279623447,0.467468711684318,0.731954591367564,0.7,1,1,0.839995455572784,0.834714119353708,"middle"
108,12,1.07394608253008,1.57394608253008,0.599568279623447,0.467468711684318,0.731954591367564,0.7,0,0,0.791185420739578,0.789441926785153,"far from mean"
109,1,-1.07141909084688,0.571419090846879,0.636780909739569,0.503422541535694,0.770514225177096,0.7,1,1,0.890871211039248,0.912458111891727,"middle"
