"term","mean_with","sd_with","mean_without","sd_without","shift_in_sd","sd_inflation","sign_change"
"elev_s",-0.539587150203809,0.315689325263275,-1.07156363684685,0.0536032196122496,1.68512662314251,5.8893724583501,FALSE
"elev_s2",-0.980162422219521,0.168438888777335,-0.448033753888143,0.0440864724351203,3.15917940443562,3.82064791020006,FALSE
